Symbol,Name,IPOyear,Sector,Industry,List
FPXE,First Trust IPOX Europe Equity Opportunities ETF,n/a,n/a,n/a,NASDAQ
FJP,First Trust Japan AlphaDEX Fund,n/a,n/a,n/a,NASDAQ
FEX,First Trust Large Cap Core AlphaDEX Fund,n/a,n/a,n/a,NASDAQ
FTC,First Trust Large Cap Growth AlphaDEX Fund,n/a,n/a,n/a,NASDAQ
RNLC,First Trust Large Cap US Equity Select ETF,n/a,n/a,n/a,NASDAQ
FTA,First Trust Large Cap Value AlphaDEX Fund,n/a,n/a,n/a,NASDAQ
FLN,First Trust Latin America AlphaDEX Fund,n/a,n/a,n/a,NASDAQ
LMBS,First Trust Low Duration Opportunities ETF,n/a,n/a,n/a,NASDAQ
LDSF,First Trust Low Duration Strategic Focus ETF,n/a,n/a,n/a,NASDAQ
FMB,First Trust Managed Municipal ETF,n/a,n/a,n/a,NASDAQ
FMK,First Trust Mega Cap AlphaDEX Fund,n/a,n/a,n/a,NASDAQ
FNX,First Trust Mid Cap Core AlphaDEX Fund,n/a,n/a,n/a,NASDAQ
FNY,First Trust Mid Cap Growth AlphaDEX Fund,n/a,n/a,n/a,NASDAQ
RNMC,First Trust Mid Cap US Equity Select ETF,n/a,n/a,n/a,NASDAQ
FNK,First Trust Mid Cap Value AlphaDEX Fund,n/a,n/a,n/a,NASDAQ
FAD,First Trust Multi Cap Growth AlphaDEX Fund,n/a,n/a,n/a,NASDAQ
FAB,First Trust Multi Cap Value AlphaDEX Fund,n/a,n/a,n/a,NASDAQ
MDIV,First Trust Multi-Asset Diversified Income Index Fund,n/a,n/a,n/a,NASDAQ
MCEF,First Trust Municipal CEF Income Opportunity ETF,n/a,n/a,n/a,NASDAQ
FMHI,First Trust Municipal High Income ETF,n/a,n/a,n/a,NASDAQ
QABA,First Trust NASDAQ ABA Community Bank Index Fund,n/a,n/a,n/a,NASDAQ
ROBT,First Trust Nasdaq Artificial Intelligence and Robotics ETF,n/a,n/a,n/a,NASDAQ
FTXO,First Trust Nasdaq Bank ETF,n/a,n/a,n/a,NASDAQ
QCLN,First Trust NASDAQ Clean Edge Green Energy Index Fund,n/a,n/a,n/a,NASDAQ
GRID,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ,n/a,n/a,n/a,NASDAQ
CIBR,First Trust NASDAQ Cybersecurity ETF,n/a,n/a,n/a,NASDAQ
FTXG,First Trust Nasdaq Food & Beverage ETF,n/a,n/a,n/a,NASDAQ
CARZ,First Trust NASDAQ Global Auto Index Fund,n/a,n/a,n/a,NASDAQ
FTXN,First Trust Nasdaq Oil & Gas ETF,n/a,n/a,n/a,NASDAQ
FTXH,First Trust Nasdaq Pharmaceuticals ETF,n/a,n/a,n/a,NASDAQ
FTXD,First Trust Nasdaq Retail ETF,n/a,n/a,n/a,NASDAQ
FTXL,First Trust Nasdaq Semiconductor ETF,n/a,n/a,n/a,NASDAQ
TDIV,First Trust NASDAQ Technology Dividend Index Fund,n/a,n/a,n/a,NASDAQ
FTXR,First Trust Nasdaq Transportation ETF,n/a,n/a,n/a,NASDAQ
QQEW,First Trust NASDAQ-100 Equal Weighted Index Fund,n/a,n/a,n/a,NASDAQ
QQXT,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,n/a,n/a,n/a,NASDAQ
QTEC,First Trust NASDAQ-100- Technology Index Fund,n/a,n/a,n/a,NASDAQ
AIRR,First Trust RBA American Industrial Renaissance ETF,n/a,n/a,n/a,NASDAQ
RDVY,First Trust Rising Dividend Achievers ETF,n/a,n/a,n/a,NASDAQ
RFAP,First Trust RiverFront Dynamic Asia Pacific ETF,n/a,n/a,n/a,NASDAQ
RFDI,First Trust RiverFront Dynamic Developed International ETF,n/a,n/a,n/a,NASDAQ
RFEM,First Trust RiverFront Dynamic Emerging Markets ETF,n/a,n/a,n/a,NASDAQ
RFEU,First Trust RiverFront Dynamic Europe ETF,n/a,n/a,n/a,NASDAQ
FID,First Trust S&P International Dividend Aristocrats ETF,n/a,n/a,n/a,NASDAQ
FTSL,First Trust Senior Loan Fund ETF,n/a,n/a,n/a,NASDAQ
FYX,First Trust Small Cap Core AlphaDEX Fund,n/a,n/a,n/a,NASDAQ
FYC,First Trust Small Cap Growth AlphaDEX Fund,n/a,n/a,n/a,NASDAQ
RNSC,First Trust Small Cap US Equity Select ETF,n/a,n/a,n/a,NASDAQ
FYT,First Trust Small Cap Value AlphaDEX Fund,n/a,n/a,n/a,NASDAQ
SDVY,First Trust SMID Cap Rising Dividend Achievers ETF,n/a,n/a,n/a,NASDAQ
FKO,First Trust South Korea AlphaDEX Fund,n/a,n/a,n/a,NASDAQ
FCVT,First Trust SSI Strategic Convertible Securities ETF,n/a,n/a,n/a,NASDAQ
FDIV,First Trust Strategic Income ETF,n/a,n/a,n/a,NASDAQ
FSZ,First Trust Switzerland AlphaDEX Fund,n/a,n/a,n/a,NASDAQ
FIXD,First Trust TCW Opportunistic Fixed Income ETF,n/a,n/a,n/a,NASDAQ
TUSA,First Trust Total US Market AlphaDEX ETF,n/a,n/a,n/a,NASDAQ
FKU,First Trust United Kingdom AlphaDEX Fund,n/a,n/a,n/a,NASDAQ
RNDV,First Trust US Equity Dividend Select ETF,n/a,n/a,n/a,NASDAQ
FUNC,First United Corporation,n/a,Finance,Major Banks,NASDAQ
FUSB,"First US Bancshares, Inc.",n/a,Finance,Major Banks,NASDAQ
MYFW,"First Western Financial, Inc.",2018,Finance,Major Banks,NASDAQ
FCFS,"FirstCash, Inc.",1991,Consumer Services,Other Specialty Stores,NASDAQ
SVVC,"Firsthand Technology Value Fund, Inc.",n/a,n/a,n/a,NASDAQ
FSV,FirstService Corporation,n/a,Finance,Real Estate,NASDAQ
FISV,"Fiserv, Inc.",1986,Technology,EDP Services,NASDAQ
FIVE,"Five Below, Inc.",2012,Consumer Services,Department/Specialty Retail Stores,NASDAQ
FPRX,"Five Prime Therapeutics, Inc.",2013,Health Care,Major Pharmaceuticals,NASDAQ
FVE,Five Star Senior Living Inc.,n/a,Health Care,Hospital/Nursing Management,NASDAQ
FIVN,"Five9, Inc.",2014,Technology,EDP Services,NASDAQ
FLEX,Flex Ltd.,1994,Technology,Electrical Products,NASDAQ
FLXN,"Flexion Therapeutics, Inc.",2014,Health Care,Major Pharmaceuticals,NASDAQ
SKOR,FlexShares Credit-Scored US Corporate Bond Index Fund,n/a,n/a,n/a,NASDAQ
MBSD,FlexShares Disciplined Duration MBS Index Fund,n/a,n/a,n/a,NASDAQ
ASET,FlexShares Real Assets Allocation Index Fund,n/a,n/a,n/a,NASDAQ
ESG,FlexShares Trust,n/a,n/a,n/a,NASDAQ
ESGG,FlexShares Trust,n/a,n/a,n/a,NASDAQ
LKOR,FlexShares Trust,n/a,n/a,n/a,NASDAQ
QLC,FlexShares Trust,n/a,n/a,n/a,NASDAQ
FPAY,"FlexShopper, Inc.",n/a,Technology,Diversified Commercial Services,NASDAQ
FLXS,"Flexsteel Industries, Inc.",n/a,Consumer Durables,Home Furnishings,NASDAQ
FLIR,"FLIR Systems, Inc.",1993,Capital Goods,Industrial Machinery/Components,NASDAQ
FLWR,Flowr Corporation (The),n/a,n/a,n/a,NASDAQ
FLNT,"Fluent, Inc.",n/a,Consumer Services,Advertising,NASDAQ
FLDM,Fluidigm Corporation,2011,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
FFIC,Flushing Financial Corporation,n/a,Finance,Major Banks,NASDAQ
FLUX,"Flux Power Holdings, Inc.",n/a,n/a,n/a,NASDAQ
FNCB,FNCB Bancorp Inc.,n/a,Finance,Major Banks,NASDAQ
FOCS,Focus Financial Partners Inc.,2018,Finance,Investment Managers,NASDAQ
FONR,Fonar Corporation,1981,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
FSCT,"ForeScout Technologies, Inc.",2017,Technology,Computer peripheral equipment,NASDAQ
FRSX,Foresight Autonomous Holdings Ltd.,n/a,Technology,Computer Software: Prepackaged Software,NASDAQ
FORM,"FormFactor, Inc.",2003,Technology,Semiconductors,NASDAQ
FORTY,Formula Systems (1985) Ltd.,n/a,Technology,EDP Services,NASDAQ
FORR,"Forrester Research, Inc.",1996,Consumer Services,Diversified Commercial Services,NASDAQ
FRTA,"Forterra, Inc.",2016,Capital Goods,Building Materials,NASDAQ
FTNT,"Fortinet, Inc.",2009,Technology,Computer peripheral equipment,NASDAQ
FBIO,"Fortress Biotech, Inc.",n/a,Health Care,Major Pharmaceuticals,NASDAQ
FBIOP,"Fortress Biotech, Inc.",n/a,Health Care,Major Pharmaceuticals,NASDAQ
FTSV,"Forty Seven, Inc.",2018,Health Care,Major Pharmaceuticals,NASDAQ
FMCI,Forum Merger II Corporation,2018,Finance,Business Services,NASDAQ
FMCIU,Forum Merger II Corporation,2018,Finance,Business Services,NASDAQ
FMCIW,Forum Merger II Corporation,2018,Finance,Business Services,NASDAQ
FWRD,Forward Air Corporation,n/a,Transportation,Oil Refining/Marketing,NASDAQ
FORD,"Forward Industries, Inc.",n/a,Consumer Non-Durables,Plastic Products,NASDAQ
FWP,Forward Pharma A/S,2014,Health Care,Major Pharmaceuticals,NASDAQ
FOSL,"Fossil Group, Inc.",1993,Consumer Non-Durables,Consumer Specialties,NASDAQ
FOX,Fox Corporation,n/a,Consumer Services,Broadcasting,NASDAQ
FOXA,Fox Corporation,n/a,Consumer Services,Broadcasting,NASDAQ
FOXF,Fox Factory Holding Corp.,2013,Consumer Non-Durables,Motor Vehicles,NASDAQ
FRAN,Francesca&#39;s Holdings Corporation,2011,Consumer Services,Clothing/Shoe/Accessory Stores,NASDAQ
FRG,"Franchise Group, Inc.",n/a,Miscellaneous,Multi-Sector Companies,NASDAQ
FELE,"Franklin Electric Co., Inc.",n/a,Consumer Durables,Metal Fabrications,NASDAQ
FRAF,Franklin Financial Services Corporation,n/a,Finance,Major Banks,NASDAQ
FRHC,Freedom Holding Corp.,n/a,Finance,Investment Bankers/Brokers/Service,NASDAQ
RAIL,"Freightcar America, Inc.",2005,Capital Goods,Railroads,NASDAQ
FEIM,"Frequency Electronics, Inc.",n/a,Capital Goods,Electrical Products,NASDAQ
FREQ,"Frequency Therapeutics, Inc.",2019,Health Care,Major Pharmaceuticals,NASDAQ
FRPT,"Freshpet, Inc.",2014,Consumer Non-Durables,Packaged Foods,NASDAQ
FTDR,"frontdoor, inc.",n/a,Finance,Diversified Commercial Services,NASDAQ
FTR,Frontier Communications Corporation,n/a,Public Utilities,Telecommunications Equipment,NASDAQ
FRPH,"FRP Holdings, Inc.",n/a,Finance,Real Estate,NASDAQ
FSBW,"FS Bancorp, Inc.",2012,Finance,Banks,NASDAQ
FSBC,"FSB Bancorp, Inc.",n/a,Finance,Savings Institutions,NASDAQ
HUGE,FSD Pharma Inc.,n/a,Consumer Durables,Specialty Chemicals,NASDAQ
FTEK,"Fuel Tech, Inc.",n/a,Capital Goods,Pollution Control Equipment,NASDAQ
FCEL,"FuelCell Energy, Inc.",n/a,Miscellaneous,Industrial Machinery/Components,NASDAQ
FULC,"Fulcrum Therapeutics, Inc.",2019,Health Care,Major Pharmaceuticals,NASDAQ
FLGT,"Fulgent Genetics, Inc.",2016,Health Care,Medical Specialities,NASDAQ
FORK,Fuling Global Inc.,2015,Consumer Non-Durables,Plastic Products,NASDAQ
FLL,"Full House Resorts, Inc.",n/a,Consumer Services,Hotels/Resorts,NASDAQ
FMAX,Full Spectrum Inc.,n/a,n/a,n/a,NASDAQ
FULT,Fulton Financial Corporation,n/a,Finance,Major Banks,NASDAQ
FNKO,"Funko, Inc.",2017,Consumer Non-Durables,Recreational Products/Toys,NASDAQ
FUTU,Futu Holdings Limited,2019,Finance,Investment Bankers/Brokers/Service,NASDAQ
FTFT,Future FinTech Group Inc.,n/a,Consumer Non-Durables,Packaged Foods,NASDAQ
FFHL,"Fuwei Films (Holdings) Co., Ltd.",2006,Capital Goods,Specialty Chemicals,NASDAQ
FVCB,"FVCBankcorp, Inc.",n/a,Finance,Major Banks,NASDAQ
WILC,"G. Willi-Food International,  Ltd.",n/a,Consumer Non-Durables,Food Distributors,NASDAQ
GTHX,"G1 Therapeutics, Inc.",2017,Health Care,Major Pharmaceuticals,NASDAQ
GAIA,"Gaia, Inc.",1999,Consumer Services,Movies/Entertainment,NASDAQ
GLPG,Galapagos NV,2015,Health Care,Major Pharmaceuticals,NASDAQ
GALT,Galectin Therapeutics Inc.,n/a,Health Care,Major Pharmaceuticals,NASDAQ
GRTX,"Galera Therapeutics, Inc.",2019,Health Care,Major Pharmaceuticals,NASDAQ
GLMD,Galmed Pharmaceuticals Ltd.,2014,Health Care,Major Pharmaceuticals,NASDAQ
GMDA,Gamida Cell Ltd.,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
GLPI,"Gaming and Leisure Properties, Inc.",n/a,Consumer Services,Real Estate Investment Trusts,NASDAQ
GRMN,Garmin Ltd.,2000,Capital Goods,Industrial Machinery/Components,NASDAQ
GARS,Garrison Capital Inc.,2013,n/a,n/a,NASDAQ
GLIBA,"GCI Liberty, Inc.",n/a,Public Utilities,Telecommunications Equipment,NASDAQ
GLIBP,"GCI Liberty, Inc.",n/a,Public Utilities,Telecommunications Equipment,NASDAQ
GDS,GDS Holdings Limited,2016,Technology,"Computer Software: Programming, Data Processing",NASDAQ
GNSS,Genasys Inc.,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,NASDAQ
GENC,Gencor Industries Inc.,n/a,Capital Goods,Construction/Ag Equipment/Trucks,NASDAQ
GFN,General Finance Corporation,n/a,Technology,Diversified Commercial Services,NASDAQ
GFNCP,General Finance Corporation,n/a,Technology,Diversified Commercial Services,NASDAQ
GFNSL,General Finance Corporation,n/a,Technology,Diversified Commercial Services,NASDAQ
GENE,Genetic Technologies Ltd,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
GNFT,GENFIT S.A.,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
GNUS,"Genius Brands International, Inc.",n/a,Consumer Services,Movies/Entertainment,NASDAQ
GMAB,Genmab A/S,2019,Health Care,Major Pharmaceuticals,NASDAQ
GNMK,"GenMark Diagnostics, Inc.",2010,Health Care,Medical/Dental Instruments,NASDAQ
GNCA,"Genocea Biosciences, Inc.",2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
GNPX,"Genprex, Inc.",2018,Health Care,Major Pharmaceuticals,NASDAQ
GNTX,Gentex Corporation,n/a,Capital Goods,Auto Parts:O.E.M.,NASDAQ
THRM,Gentherm Inc,n/a,Capital Goods,Auto Parts:O.E.M.,NASDAQ
GEOS,Geospace Technologies Corporation,n/a,Capital Goods,Industrial Machinery/Components,NASDAQ
GABC,"German American Bancorp, Inc.",n/a,Finance,Major Banks,NASDAQ
GERN,Geron Corporation,1996,Health Care,Major Pharmaceuticals,NASDAQ
GEVO,"Gevo, Inc.",2011,Basic Industries,Major Chemicals,NASDAQ
ROCK,"Gibraltar Industries, Inc.",1993,Capital Goods,Steel/Iron Ore,NASDAQ
GIGM,GigaMedia Limited,n/a,Technology,"Computer Software: Programming, Data Processing",NASDAQ
GIII,"G-III Apparel Group, LTD.",1989,Consumer Non-Durables,Apparel,NASDAQ
GILT,Gilat Satellite Networks Ltd.,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
GILD,"Gilead Sciences, Inc.",1992,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
GBCI,"Glacier Bancorp, Inc.",n/a,Finance,Major Banks,NASDAQ
GLAD,Gladstone Capital Corporation,2001,Consumer Non-Durables,Textiles,NASDAQ
GLADD,Gladstone Capital Corporation,n/a,Consumer Non-Durables,Textiles,NASDAQ
GLADL,Gladstone Capital Corporation,n/a,Consumer Non-Durables,Textiles,NASDAQ
GOOD,Gladstone Commercial Corporation,2003,Consumer Services,Real Estate,NASDAQ
GOODM,Gladstone Commercial Corporation,n/a,Consumer Services,Real Estate,NASDAQ
GOODN,Gladstone Commercial Corporation,n/a,Consumer Services,Real Estate,NASDAQ
GAIN,Gladstone Investment Corporation,2005,n/a,n/a,NASDAQ
GAINL,Gladstone Investment Corporation,n/a,n/a,n/a,NASDAQ
GAINM,Gladstone Investment Corporation,n/a,n/a,n/a,NASDAQ
LAND,Gladstone Land Corporation,1993,Consumer Services,Real Estate Investment Trusts,NASDAQ
LANDP,Gladstone Land Corporation,n/a,Consumer Services,Real Estate Investment Trusts,NASDAQ
GLBZ,Glen Burnie Bancorp,n/a,Finance,Major Banks,NASDAQ
GBT,"Global Blood Therapeutics, Inc.",2015,Health Care,Major Pharmaceuticals,NASDAQ
ENT,Global Eagle Entertainment Inc.,2011,Consumer Services,Telecommunications Equipment,NASDAQ
GBLI,Global Indemnity Limited,n/a,Finance,Property-Casualty Insurers,NASDAQ
GBLIL,Global Indemnity Limited,n/a,Finance,Property-Casualty Insurers,NASDAQ
GBLIZ,Global Indemnity Limited,n/a,Finance,Property-Casualty Insurers,NASDAQ
SELF,"Global Self Storage, Inc.",n/a,Consumer Services,Real Estate Investment Trusts,NASDAQ
GWRS,"Global Water Resources, Inc.",2016,Public Utilities,Water Supply,NASDAQ
DRIV,Global X Autonomous & Electric Vehicles ETF,n/a,n/a,n/a,NASDAQ
POTX,Global X Cannabis ETF,n/a,n/a,n/a,NASDAQ
CLOU,Global X Cloud Computing ETF,n/a,n/a,n/a,NASDAQ
KRMA,Global X Conscious Companies ETF,n/a,n/a,n/a,NASDAQ
BUG,Global X Cybersecurity ETF,n/a,n/a,n/a,NASDAQ
DAX,Global X DAX Germany ETF,n/a,n/a,n/a,NASDAQ
EBIZ,Global X E-commerce ETF,n/a,n/a,n/a,NASDAQ
FINX,Global X FinTech ETF,n/a,n/a,n/a,NASDAQ
CHIC,Global X Funds Global X MSCI China Communication Services ETF,n/a,n/a,n/a,NASDAQ
AIQ,Global X Future Analytics Tech ETF,n/a,n/a,n/a,NASDAQ
GNOM,Global X Genomics & Biotechnology ETF,n/a,n/a,n/a,NASDAQ
BFIT,Global X Health & Wellness Thematic ETF,n/a,n/a,n/a,NASDAQ
SNSR,Global X Internet of Things ETF,n/a,n/a,n/a,NASDAQ
LNGR,Global X Longevity Thematic ETF,n/a,n/a,n/a,NASDAQ
MILN,Global X Millennials Thematic ETF,n/a,n/a,n/a,NASDAQ
EFAS,Global X MSCI SuperDividend EAFE ETF,n/a,n/a,n/a,NASDAQ
QYLD,Global X NASDAQ-100 Covered Call ETF,n/a,n/a,n/a,NASDAQ
BOTZ,Global X Robotics & Artificial Intelligence ETF,n/a,n/a,n/a,NASDAQ
CATH,Global X S&P 500 Catholic Values ETF,n/a,n/a,n/a,NASDAQ
SOCL,Global X Social Media ETF,n/a,n/a,n/a,NASDAQ
ALTY,Global X SuperDividend Alternatives ETF,n/a,n/a,n/a,NASDAQ
SRET,Global X SuperDividend REIT ETF,n/a,n/a,n/a,NASDAQ
GXTG,Global X Thematic Growth ETF,n/a,n/a,n/a,NASDAQ
HERO,Global X Video Games & Esports ETF,n/a,n/a,n/a,NASDAQ
YLCO,Global X YieldCo & Renewable Energy Income ETF,n/a,n/a,n/a,NASDAQ
GLBS,Globus Maritime Limited,n/a,Transportation,Marine Transportation,NASDAQ
GSMG,Glory Star New Media Group Holdings Limited,2018,Technology,EDP Services,NASDAQ
GSMGW,Glory Star New Media Group Holdings Limited,2018,Technology,EDP Services,NASDAQ
GLUU,Glu Mobile Inc.,2007,Technology,EDP Services,NASDAQ
GLYC,"GlycoMimetics, Inc.",2014,Health Care,Major Pharmaceuticals,NASDAQ
GOGO,Gogo Inc.,2013,Consumer Services,Telecommunications Equipment,NASDAQ
GLNG,Golar LNG Limited,n/a,Consumer Services,Marine Transportation,NASDAQ
GMLP,Golar LNG Partners LP,2011,Consumer Services,Marine Transportation,NASDAQ
GMLPP,Golar LNG Partners LP,n/a,Consumer Services,Marine Transportation,NASDAQ
DNJR,GOLDEN BULL LIMITED,2018,Finance,Finance: Consumer Services,NASDAQ
GDEN,"Golden Entertainment, Inc.",n/a,Consumer Services,Services-Misc. Amusement & Recreation,NASDAQ
GOGL,Golden Ocean Group Limited,n/a,Consumer Services,Marine Transportation,NASDAQ
GBDC,"Golub Capital BDC, Inc.",2010,n/a,n/a,NASDAQ
GTIM,Good Times Restaurants Inc.,n/a,Consumer Services,Restaurants,NASDAQ
GBLK,GoodBulk Ltd.,n/a,n/a,n/a,NASDAQ
GSHD,"Goosehead Insurance, Inc.",2018,Finance,Specialty Insurers,NASDAQ
GPRO,"GoPro, Inc.",2014,Miscellaneous,Industrial Machinery/Components,NASDAQ
GPAQ,Gordon Pointe Acquisition Corp.,2018,Finance,Business Services,NASDAQ
GPAQU,Gordon Pointe Acquisition Corp.,2018,Finance,Business Services,NASDAQ
GPAQW,Gordon Pointe Acquisition Corp.,2018,Finance,Business Services,NASDAQ
GHIV,"Gores Holdings IV, Inc.",2020,Finance,Business Services,NASDAQ
GHIVU,"Gores Holdings IV, Inc.",2020,Finance,Business Services,NASDAQ
GHIVW,"Gores Holdings IV, Inc.",2020,Finance,Business Services,NASDAQ
GMHI,"Gores Metropoulos, Inc.",2019,Finance,Business Services,NASDAQ
GMHIU,"Gores Metropoulos, Inc.",2019,Finance,Business Services,NASDAQ
GMHIW,"Gores Metropoulos, Inc.",2019,Finance,Business Services,NASDAQ
GOSS,"Gossamer Bio, Inc.",2019,Health Care,Major Pharmaceuticals,NASDAQ
LOPE,"Grand Canyon Education, Inc.",2008,Consumer Services,Other Consumer Services,NASDAQ
GRVY,"GRAVITY Co., Ltd.",2005,Miscellaneous,Business Services,NASDAQ
GECC,Great Elm Capital Corp.,n/a,n/a,n/a,NASDAQ
GECCL,Great Elm Capital Corp.,n/a,n/a,n/a,NASDAQ
GECCM,Great Elm Capital Corp.,n/a,n/a,n/a,NASDAQ
GECCN,Great Elm Capital Corp.,n/a,n/a,n/a,NASDAQ
GEC,"Great Elm Capital Group, Inc. ",n/a,Technology,Computer Software: Prepackaged Software,NASDAQ
GLDD,Great Lakes Dredge & Dock Corporation,n/a,Basic Industries,Military/Government/Technical,NASDAQ
GSBC,"Great Southern Bancorp, Inc.",1989,Finance,Major Banks,NASDAQ
GRBK,"Green Brick Partners, Inc.",n/a,Capital Goods,Homebuilding,NASDAQ
GPP,Green Plains Partners LP,2015,Basic Industries,Major Chemicals,NASDAQ
GPRE,"Green Plains, Inc.",n/a,Basic Industries,Major Chemicals,NASDAQ
GCBC,"Greene County Bancorp, Inc.",n/a,Finance,Banks,NASDAQ
GTEC,Greenland Technologies Holding Corporation,2018,Technology,Industrial Machinery/Components,NASDAQ
GNLN,"Greenlane Holdings, Inc.",2019,Capital Goods,Recreational Products/Toys,NASDAQ
GLRE,"Greenlight Reinsurance, Ltd.",2007,Finance,Property-Casualty Insurers,NASDAQ
GRNQ,Greenpro Capital Corp.,n/a,Technology,EDP Services,NASDAQ
GNRSU,Greenrose Acquisition Corp.,2020,Finance,Business Services,NASDAQ
GSKY,"GreenSky, Inc.",2018,Miscellaneous,Business Services,NASDAQ
GRNV,GreenVision Acquisition Corp,2019,Finance,Business Services,NASDAQ
GRNVR,GreenVision Acquisition Corp,2019,Finance,Business Services,NASDAQ
GRNVU,GreenVision Acquisition Corp,2019,Finance,Business Services,NASDAQ
GRNVW,GreenVision Acquisition Corp,2019,Finance,Business Services,NASDAQ
GDYN,"Grid Dynamics Holdings, Inc.",2018,Technology,Computer Software: Prepackaged Software,NASDAQ
GDYNW,"Grid Dynamics Holdings, Inc.",2018,Technology,Computer Software: Prepackaged Software,NASDAQ
GSUM,Gridsum Holding Inc.,2016,Technology,Computer Software: Prepackaged Software,NASDAQ
GRIF,"Griffin Industrial Realty, Inc.",n/a,Finance,Real Estate,NASDAQ
GRFS,"Grifols, S.A.",n/a,Health Care,Major Pharmaceuticals,NASDAQ
GRIN,Grindrod Shipping Holdings Ltd.,n/a,Transportation,Marine Transportation,NASDAQ
GRTS,"Gritstone Oncology, Inc.",2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
GO,Grocery Outlet Holding Corp.,2019,Consumer Services,Food Chains,NASDAQ
GRPN,"Groupon, Inc.",2011,Technology,Advertising,NASDAQ
GRWG,GrowGeneration Corp.,n/a,Consumer Services,RETAIL: Building Materials,NASDAQ
OMAB,Grupo Aeroportuario del Centro Norte S.A.B. de C.V.,2006,Transportation,Aerospace,NASDAQ
GGAL,Grupo Financiero Galicia S.A.,n/a,Finance,Commercial Banks,NASDAQ
GVP,"GSE Systems, Inc.",n/a,Technology,Computer Software: Prepackaged Software,NASDAQ
GSIT,"GSI Technology, Inc.",2007,Technology,Semiconductors,NASDAQ
GTYH,"GTY Technology Holdings, Inc.",2016,Technology,EDP Services,NASDAQ
GNTY,"Guaranty Bancshares, Inc.",2017,Finance,Major Banks,NASDAQ
